City,PM2.5,PM10,SO2,NO2,CO,NO,O3,NH3,AQI,AQI_Bucket,PM10_SubIndex,PM2.5_SubIndex,SO2_SubIndex,NO_SubIndex,NH3_SubIndex,CO_SubIndex,O3_SubIndex
Feni,29.16,31.99,2.77,2.25,580.79,0.06,77.96,4.75,48.6,Good,31.99,48.6,3.4625,0.075,1.1875,3616.4117647058824,77.96
Khagrachari,11.49,12.21,1.54,0.53,423.91,0.04,67.23,1.39,19.15,Good,12.21,19.15,1.925,0.05,0.3475,2693.5882352941176,67.23
Lakshmipur,5.51,6.46,0.44,0.83,487.33,0.02,49.35,2.12,9.183333333333334,Good,6.46,9.183333333333334,0.55,0.025,0.53,3066.6470588235293,49.35
Noakhali,13.11,14.38,1.04,1.34,520.71,0.03,51.5,3.04,21.85,Good,14.38,21.85,1.3,0.0375,0.76,3263.0,51.5
Rangamati,8.37,8.79,0.85,0.21,417.23,0.02,65.09,0.82,13.949999999999998,Good,8.79,13.949999999999998,1.0625,0.025,0.205,2654.294117647059,65.09
Habiganj,15.13,16.32,1.37,3.13,560.76,0.11,56.51,2.53,25.216666666666665,Good,16.32,25.216666666666665,1.7125,0.1375,0.6325,3498.5882352941176,56.51
Maulvibazar,30.66,36.13,1.13,4.03,700.95,0.11,31.11,4.69,51.1,Satisfactory,36.13,51.1,1.4124999999999999,0.1375,1.1725,4323.235294117647,31.11
Sunamganj,7.47,7.59,0.66,0.77,487.33,0.07,66.52,0.67,12.45,Good,7.59,12.45,0.825,0.08750000000000001,0.1675,3066.6470588235293,66.52
Sylhet,9.18,9.7,0.48,2.06,500.68,0.05,40.05,1.35,15.3,Good,9.7,15.3,0.6,0.0625,0.3375,3145.176470588235,40.05
Bagerhat,4.25,5.59,1.68,4.37,507.36,0.27,54.36,2.44,7.083333333333333,Good,5.59,7.083333333333333,2.1,0.3375,0.61,3184.470588235294,54.36
Chuadanga,15.65,17.51,9.18,17.14,634.19,0.3,15.74,2.76,26.083333333333332,Good,17.51,26.083333333333332,11.475,0.375,0.69,3930.5294117647063,15.74
Jessore,5.64,6.99,1.97,4.8,547.41,0.04,44.7,2.72,9.4,Good,6.99,9.4,2.4625,0.05,0.68,3420.0588235294117,44.7
Jhenaidah,11.04,12.71,7.21,17.31,607.49,0.1,22.35,2.6,18.4,Good,12.71,18.4,9.0125,0.125,0.65,3773.470588235294,22.35
Khulna,4.43,5.8,1.73,3.6,534.06,0.19,53.64,2.41,7.383333333333334,Good,5.8,7.383333333333334,2.1625,0.2375,0.6025,3341.5294117647054,53.64
Kushtia,11.99,13.5,4.17,11.48,607.49,0.46,29.33,2.88,19.983333333333334,Good,13.5,19.983333333333334,5.2125,0.575,0.72,3773.470588235294,29.33
Magura,4.93,5.85,2.5,3.68,520.71,0.15,49.35,2.15,8.216666666666667,Good,5.85,8.216666666666667,3.125,0.1875,0.5375,3263.0,49.35
Meherpur,21.58,24.16,9.66,14.22,700.95,0.03,14.31,3.36,35.96666666666667,Good,24.16,35.96666666666667,12.075,0.0375,0.84,4323.235294117647,14.31
Narail,3.69,4.79,1.21,2.68,514.03,0.07,51.5,2.22,6.15,Good,4.79,6.15,1.5125,0.08750000000000001,0.555,3223.705882352941,51.5
Satkhira,6.95,10.25,1.0,2.25,527.38,0.09,23.6,4.88,11.583333333333334,Good,10.25,11.583333333333334,1.25,0.1125,1.22,3302.235294117647,23.6
Dhaka,28.03,44.15,3.4,25.36,961.3,0.46,4.6,18.49,46.71666666666667,Good,44.15,46.71666666666667,4.25,0.575,4.6225,5854.705882352941,4.6
Faridpur,8.98,13.01,1.74,7.28,574.11,0.01,18.42,8.87,14.966666666666667,Good,13.01,14.966666666666667,2.175,0.0125,2.2175,3577.1176470588234,18.42
Gazipur,27.57,39.01,2.89,19.71,881.2,0.09,6.35,12.29,45.95,Good,39.01,45.95,3.6125,0.1125,3.0725,5383.529411764706,6.35
Gopalganj,38.21,47.07,8.58,18.85,1148.22,0.01,14.66,9.63,63.68333333333334,Satisfactory,47.07,63.68333333333334,10.725,0.0125,2.4075,6954.235294117647,14.66
Jamalpur,49.33,55.57,11.92,12.68,961.3,0.0,37.19,4.81,82.21666666666667,Satisfactory,55.57,82.21666666666667,14.9,0.0,1.2025,5854.705882352941,37.19
Kishoreganj,8.06,9.35,2.38,12.0,594.14,0.0,10.19,3.04,13.433333333333334,Good,9.35,13.433333333333334,2.975,0.0,0.76,3694.9411764705883,10.19
Madaripur,6.69,10.33,0.69,5.01,527.38,0.01,17.17,7.09,11.15,Good,10.33,11.15,0.8625,0.0125,1.7725,3302.235294117647,17.17
Manikganj,11.59,16.18,1.25,5.66,567.44,0.0,23.25,6.08,19.316666666666666,Good,16.18,19.316666666666666,1.5625,0.0,1.52,3537.882352941177,23.25
Munshiganj,5.74,10.34,1.22,4.24,520.71,0.0,26.82,4.81,10.34,Good,10.34,9.566666666666666,1.525,0.0,1.2025,3263.0,26.82
Mymensingh,15.56,17.54,4.53,17.82,841.14,0.02,6.71,3.74,25.933333333333334,Good,17.54,25.933333333333334,5.6625,0.025,0.935,5147.882352941177,6.71
Narayanganj,8.01,11.62,2.83,9.34,587.46,0.02,22.35,3.39,13.35,Good,11.62,13.35,3.5375,0.025,0.8475,3655.6470588235293,22.35
Narsingdi,15.87,21.72,6.5,13.02,647.54,0.0,14.84,5.64,26.45,Good,21.72,26.45,8.125,0.0,1.41,4009.0588235294117,14.84
Netrokona,7.36,7.78,1.45,9.34,587.46,0.0,18.42,2.15,12.266666666666667,Good,7.78,12.266666666666667,1.8125,0.0,0.5375,3655.6470588235293,18.42
Rajbari,13.82,17.6,2.24,7.45,574.11,0.0,27.18,4.43,23.033333333333335,Good,17.6,23.033333333333335,2.8000000000000003,0.0,1.1075,3577.1176470588234,27.18
Shariatpur,5.88,8.25,1.21,3.68,500.68,0.0,31.11,3.86,9.8,Good,8.25,9.8,1.5125,0.0,0.965,3145.176470588235,31.11
Sherpur,11.25,11.93,2.44,10.2,741.01,0.0,15.38,2.95,18.75,Good,11.93,18.75,3.05,0.0,0.7375,4558.882352941177,15.38
Tangail,18.07,22.15,3.87,12.51,734.33,0.0,21.99,6.02,30.116666666666667,Good,22.15,30.116666666666667,4.8375,0.0,1.505,4519.588235294118,21.99
Bogra,28.58,32.42,2.68,9.08,907.9,0.0,18.24,7.98,47.63333333333333,Good,32.42,47.63333333333333,3.35,0.0,1.995,5540.588235294118,18.24
Joypurhat,29.12,32.09,3.67,10.03,894.55,0.01,18.6,5.07,48.53333333333333,Good,32.09,48.53333333333333,4.5875,0.0125,1.2675,5462.058823529412,18.6
Naogaon,70.2,75.5,13.47,11.31,854.49,0.0,33.62,13.17,134.0,Moderate,75.5,134.0,16.8375,0.0,3.2925,5226.411764705882,33.62
Natore,58.21,61.53,13.23,9.08,947.95,0.0,50.78,4.43,97.01666666666667,Satisfactory,61.53,97.01666666666667,16.5375,0.0,1.1075,5776.176470588235,50.78
Nawabganj,44.65,52.57,1.33,9.77,1134.87,0.02,15.38,9.88,74.41666666666666,Satisfactory,52.57,74.41666666666666,1.6625,0.025,2.47,6875.7058823529405,15.38
Pabna,32.84,39.25,2.41,13.37,907.9,0.03,15.74,18.49,54.73333333333334,Satisfactory,39.25,54.73333333333334,3.0125,0.0375,4.6225,5540.588235294118,15.74
Rajshahi,107.13,112.56,39.1,23.65,1068.12,0.0,57.22,1.81,257.09999999999997,Poor,108.37333333333333,257.09999999999997,48.875,0.0,0.4525,6483.058823529411,57.22
Sirajgonj,22.06,24.68,2.3,7.97,727.65,0.0,29.33,6.08,36.766666666666666,Good,24.68,36.766666666666666,2.8749999999999996,0.0,1.52,4480.2941176470595,29.33
Dinajpur,22.66,25.86,1.19,6.68,847.82,0.0,22.89,5.57,37.766666666666666,Good,25.86,37.766666666666666,1.4875,0.0,1.3925,5187.176470588235,22.89
Gaibandha,21.5,23.26,2.77,9.68,841.14,0.0,20.92,4.88,35.833333333333336,Good,23.26,35.833333333333336,3.4625,0.0,1.22,5147.882352941177,20.92
Kurigram,15.96,17.41,2.83,12.51,801.09,0.01,10.37,3.64,26.6,Good,17.41,26.6,3.5375,0.0125,0.91,4912.294117647059,10.37
Lalmonirhat,21.86,24.25,1.74,8.05,841.14,0.0,23.6,3.83,36.43333333333333,Good,24.25,36.43333333333333,2.175,0.0,0.9575,5147.882352941177,23.6
Nilphamari,22.49,26.39,1.03,5.91,814.44,0.0,16.09,6.59,37.483333333333334,Good,26.39,37.483333333333334,1.2875,0.0,1.6475,4990.823529411765,16.09
Panchagarh,17.17,19.44,1.46,7.97,761.03,0.0,21.82,3.52,28.61666666666667,Good,19.44,28.61666666666667,1.825,0.0,0.88,4676.64705882353,21.82
Rangpur,21.51,22.95,2.38,6.77,854.49,0.0,33.26,3.99,35.85,Good,22.95,35.85,2.975,0.0,0.9975,5226.411764705882,33.26
Thakurgaon,15.61,18.29,0.86,6.6,741.01,0.0,19.13,4.94,26.016666666666666,Good,18.29,26.016666666666666,1.075,0.0,1.235,4558.882352941177,19.13
Barguna,6.59,8.44,0.35,1.02,467.3,0.0,32.54,3.2,10.983333333333333,Good,8.44,10.983333333333333,0.4375,0.0,0.8,2948.823529411765,32.54
Barisal,7.62,10.61,1.18,3.51,507.36,0.0,27.9,4.56,12.7,Good,10.61,12.7,1.475,0.0,1.14,3184.470588235294,27.9
Bhola,3.12,4.15,0.13,0.56,467.3,0.0,48.64,2.31,5.2,Good,4.15,5.2,0.1625,0.0,0.5775,2948.823529411765,48.64
Jhalokati,7.9,10.25,0.61,1.97,494.0,0.0,29.33,3.52,13.166666666666666,Good,10.25,13.166666666666666,0.7625,0.0,0.88,3105.8823529411766,29.33
Patuakhali,3.79,5.57,0.31,1.74,487.33,0.0,37.91,3.9,6.316666666666666,Good,5.57,6.316666666666666,0.3875,0.0,0.975,3066.6470588235293,37.91
Pirojpur,8.35,10.66,0.62,1.89,467.3,0.01,24.32,2.34,13.916666666666666,Good,10.66,13.916666666666666,0.775,0.0125,0.585,2948.823529411765,24.32
Bandarban,5.74,6.36,0.16,2.12,460.63,0.0,25.75,1.36,9.566666666666666,Good,6.36,9.566666666666666,0.2,0.0,0.34,2909.5882352941176,25.75
Brahmanbaria,7.83,11.65,2.56,19.54,547.41,0.01,15.2,6.08,13.05,Good,11.65,13.05,3.2,0.0125,1.52,3420.0588235294117,15.2
Chandpur,5.0,7.55,0.54,2.29,480.65,0.0,32.9,3.67,8.333333333333334,Good,7.55,8.333333333333334,0.675,0.0,0.9175,3027.3529411764707,32.9
Chittagong,3.77,4.69,2.89,4.03,500.68,0.0,45.06,1.81,6.283333333333333,Good,4.69,6.283333333333333,3.6125,0.0,0.4525,3145.176470588235,45.06
Comilla,5.91,9.67,0.88,4.37,527.38,0.0,25.75,5.51,9.85,Good,9.67,9.85,1.1,0.0,1.3775,3302.235294117647,25.75
CoxBazar,4.94,5.73,0.29,1.95,467.3,0.0,40.05,2.12,8.233333333333334,Good,5.73,8.233333333333334,0.36249999999999993,0.0,0.53,2948.823529411765,40.05
Feni,5.21,7.87,0.59,2.74,487.33,0.0,32.54,4.24,8.683333333333334,Good,7.87,8.683333333333334,0.7375,0.0,1.06,3066.6470588235293,32.54
Khagrachari,6.16,8.22,2.0,5.74,507.36,0.0,25.39,1.2,10.266666666666667,Good,8.22,10.266666666666667,2.5,0.0,0.3,3184.470588235294,25.39
Lakshmipur,3.27,5.04,0.25,0.99,460.63,0.0,39.7,2.63,5.45,Good,5.04,5.45,0.3125,0.0,0.6575,2909.5882352941176,39.7
Noakhali,3.78,5.5,0.38,1.41,473.98,0.0,38.98,3.01,6.3,Good,5.5,6.3,0.475,0.0,0.7525,2988.1176470588234,38.98
Rangamati,4.29,5.1,0.34,1.52,453.95,0.0,33.26,0.67,7.15,Good,5.1,7.15,0.425,0.0,0.1675,2870.294117647059,33.26
Habiganj,12.78,14.19,1.37,8.65,654.22,0.01,6.88,3.14,21.3,Good,14.19,21.3,1.7125,0.0125,0.785,4048.3529411764707,6.88
Maulvibazar,5.22,6.38,0.51,5.48,547.41,0.0,16.09,1.84,8.7,Good,6.38,8.7,0.6375,0.0,0.46,3420.0588235294117,16.09
Sunamganj,5.47,5.63,1.21,5.23,547.41,0.0,20.39,1.27,9.116666666666667,Good,5.63,9.116666666666667,1.5125,0.0,0.3175,3420.0588235294117,20.39
Sylhet,10.07,11.06,0.92,3.6,560.76,0.0,9.48,2.38,16.783333333333335,Good,11.06,16.783333333333335,1.15,0.0,0.595,3498.5882352941176,9.48
Bagerhat,7.69,10.15,1.94,4.76,487.33,0.01,21.1,2.95,12.816666666666666,Good,10.15,12.816666666666666,2.425,0.0125,0.7375,3066.6470588235293,21.1
Chuadanga,87.29,102.68,7.03,16.28,1161.58,0.01,19.67,13.43,190.9666666666667,Moderate,101.78666666666668,190.9666666666667,8.7875,0.0125,3.3575,7032.823529411765,19.67
Jessore,9.14,12.95,1.19,6.08,560.76,0.01,15.74,5.64,15.233333333333333,Good,12.95,15.233333333333333,1.4875,0.0125,1.41,3498.5882352941176,15.74
Jhenaidah,23.2,28.42,4.23,10.2,660.9,0.0,27.18,6.02,38.666666666666664,Good,28.42,38.666666666666664,5.2875000000000005,0.0,1.505,4087.6470588235293,27.18
Khulna,6.9,10.44,0.83,4.37,500.68,0.0,20.21,4.31,11.5,Good,10.44,11.5,1.0375,0.0,1.0775,3145.176470588235,20.21
Kushtia,48.95,57.82,3.99,14.74,947.95,0.04,14.84,10.26,81.58333333333334,Satisfactory,57.82,81.58333333333334,4.9875,0.05,2.565,5776.176470588235,14.84
Magura,6.4,8.98,2.0,5.57,520.71,0.0,28.61,4.37,10.666666666666666,Good,8.98,10.666666666666666,2.5,0.0,1.0925,3263.0,28.61
Meherpur,84.13,94.51,12.28,13.54,1121.52,0.0,35.05,6.97,180.43333333333334,Moderate,94.51,180.43333333333334,15.35,0.0,1.7425,6797.176470588235,35.05
Narail,8.72,12.95,0.81,6.94,567.44,0.03,13.59,6.84,14.533333333333335,Good,12.95,14.533333333333335,1.0125,0.0375,1.71,3537.882352941177,13.59
Satkhira,6.89,11.75,0.78,1.89,473.98,0.01,21.28,3.33,11.75,Good,11.75,11.483333333333333,0.975,0.0125,0.8325,2988.1176470588234,21.28
Dhaka,15.53,23.57,4.35,19.71,734.33,0.94,7.78,5.51,25.883333333333333,Good,23.57,25.883333333333333,5.437499999999999,1.175,1.3775,4519.588235294118,7.78
Faridpur,21.26,25.68,5.13,10.63,654.22,0.04,14.84,5.07,35.43333333333333,Good,25.68,35.43333333333333,6.4125,0.05,1.2675,4048.3529411764707,14.84
Gazipur,15.41,19.18,4.83,14.22,654.22,0.35,11.0,4.37,25.683333333333334,Good,19.18,25.683333333333334,6.0375,0.4375,1.0925,4048.3529411764707,11.0
Gopalganj,32.49,37.75,7.09,15.59,974.66,0.02,13.05,8.61,54.150000000000006,Satisfactory,37.75,54.150000000000006,8.8625,0.025,2.1525,5933.294117647059,13.05
Jamalpur,77.96,86.53,10.61,16.97,1255.04,0.05,14.66,8.61,159.86666666666665,Moderate,86.53,159.86666666666665,13.2625,0.0625,2.1525,7582.588235294118,14.66
Kishoreganj,8.22,10.18,1.51,6.43,540.73,0.03,11.8,4.05,13.700000000000001,Good,10.18,13.700000000000001,1.8875,0.0375,1.0125,3380.764705882353,11.8
Madaripur,8.9,12.53,1.18,5.23,560.76,0.03,17.35,5.32,14.833333333333334,Good,12.53,14.833333333333334,1.475,0.0375,1.33,3498.5882352941176,17.35
Manikganj,13.88,21.6,1.97,6.77,620.84,0.1,16.45,6.65,23.133333333333333,Good,21.6,23.133333333333333,2.4625,0.125,1.6625,3852.0,16.45
Munshiganj,8.14,14.6,2.62,6.6,600.82,0.02,24.68,5.13,14.6,Good,14.6,13.566666666666666,3.275,0.025,1.2825,3734.2352941176473,24.68
Mymensingh,11.11,12.83,4.11,12.68,594.14,0.11,12.34,3.67,18.516666666666666,Good,12.83,18.516666666666666,5.137500000000001,0.1375,0.9175,3694.9411764705883,12.34
Narayanganj,15.07,20.15,7.75,19.71,827.79,0.66,14.31,5.64,25.116666666666667,Good,20.15,25.116666666666667,9.6875,0.825,1.41,5069.35294117647,14.31
Narsingdi,11.76,15.03,7.87,9.68,574.11,0.01,12.7,4.69,19.6,Good,15.03,19.6,9.8375,0.0125,1.1725,3577.1176470588234,12.7
Netrokona,9.01,9.87,0.64,4.93,540.73,0.01,13.05,3.29,15.016666666666667,Good,9.87,15.016666666666667,0.8,0.0125,0.8225,3380.764705882353,13.05
Rajbari,29.54,34.15,5.9,10.63,687.6,0.12,14.13,5.38,49.233333333333334,Good,34.15,49.233333333333334,7.375,0.15,1.345,4244.7058823529405,14.13
Shariatpur,4.61,6.63,1.22,2.96,500.68,0.0,33.98,2.69,7.6833333333333345,Good,6.63,7.6833333333333345,1.525,0.0,0.6725,3145.176470588235,33.98
Sherpur,9.37,10.04,1.86,8.23,594.14,0.01,11.8,2.95,15.616666666666665,Good,10.04,15.616666666666665,2.325,0.0125,0.7375,3694.9411764705883,11.8
Tangail,15.47,18.41,3.87,12.68,687.6,0.03,18.24,4.24,25.783333333333335,Good,18.41,25.783333333333335,4.8375,0.0375,1.06,4244.7058823529405,18.24
Bogra,12.34,15.17,1.4,7.45,694.28,0.03,15.56,6.33,20.566666666666666,Good,15.17,20.566666666666666,1.75,0.0375,1.5825,4284.0,15.56
Joypurhat,14.07,18.62,1.0,10.54,734.33,0.5,6.44,8.49,23.45,Good,18.62,23.45,1.25,0.625,2.1225,4519.588235294118,6.44
Naogaon,21.24,25.44,0.72,7.8,854.49,0.05,12.16,7.92,35.4,Good,25.44,35.4,0.9,0.0625,1.98,5226.411764705882,12.16
Natore,30.12,35.49,1.57,9.25,834.47,0.12,12.52,10.64,50.2,Satisfactory,35.49,50.2,1.9625,0.15,2.66,5108.64705882353,12.52
Nawabganj,15.46,16.55,1.1,5.1,854.49,0.0,36.48,4.43,25.766666666666666,Good,16.55,25.766666666666666,1.3750000000000002,0.0,1.1075,5226.411764705882,36.48
Pabna,23.1,30.44,1.3,9.68,727.65,0.23,6.97,11.15,38.5,Good,30.44,38.5,1.625,0.2875,2.7875,4480.2941176470595,6.97
Rajshahi,48.69,53.28,2.62,17.99,1094.82,0.24,6.8,9.12,81.14999999999999,Satisfactory,53.28,81.14999999999999,3.275,0.3,2.28,6640.117647058823,6.8
Sirajgonj,15.83,19.21,2.3,12.51,727.65,0.04,10.28,4.62,26.383333333333333,Good,19.21,26.383333333333333,2.8749999999999996,0.05,1.155,4480.2941176470595,10.28
Dinajpur,12.09,13.91,1.19,8.65,694.28,0.01,15.02,5.0,20.15,Good,13.91,20.15,1.4875,0.0125,1.25,4284.0,15.02
Gaibandha,12.63,14.65,2.27,13.2,714.3,0.02,13.23,4.94,21.05,Good,14.65,21.05,2.8375,0.025,1.235,4401.764705882353,13.23
Kurigram,6.82,8.45,1.61,7.03,614.17,0.03,8.94,3.74,11.366666666666667,Good,8.45,11.366666666666667,2.0125,0.0375,0.935,3812.7647058823527,8.94
Lalmonirhat,14.56,17.53,1.34,5.74,747.68,0.0,15.56,4.88,24.266666666666666,Good,17.53,24.266666666666666,1.675,0.0,1.22,4598.117647058823,15.56
Nilphamari,11.79,13.3,1.13,5.44,707.63,0.0,17.7,4.43,19.65,Good,13.3,19.65,1.4124999999999999,0.0,1.1075,4362.529411764706,17.7
Panchagarh,15.0,16.08,1.42,6.6,767.71,0.0,16.45,3.48,25.0,Good,16.08,25.0,1.775,0.0,0.87,4715.941176470588,16.45
Rangpur,12.59,15.65,1.34,7.11,694.28,0.04,10.55,6.78,20.983333333333334,Good,15.65,20.983333333333334,1.675,0.05,1.695,4284.0,10.55
Thakurgaon,13.93,15.63,1.0,6.08,761.03,0.0,13.59,4.31,23.216666666666665,Good,15.63,23.216666666666665,1.25,0.0,1.0775,4676.64705882353,13.59
Barguna,12.24,19.59,1.76,6.26,534.06,0.17,16.45,31.92,20.4,Good,19.59,20.4,2.2,0.2125,7.98,3341.5294117647054,16.45
Barisal,9.71,14.18,2.35,6.26,540.73,0.02,22.17,7.41,16.183333333333334,Good,14.18,16.183333333333334,2.9375,0.025,1.8525,3380.764705882353,22.17
Bhola,12.28,17.61,0.56,3.43,554.09,0.01,27.18,13.3,20.466666666666665,Good,17.61,20.466666666666665,0.7000000000000001,0.0125,3.325,3459.3529411764707,27.18
Jhalokati,13.09,21.84,1.34,6.77,607.49,0.75,4.92,14.82,21.84,Good,21.84,21.816666666666666,1.675,0.9375,3.705,3773.470588235294,4.92
Patuakhali,12.57,18.85,0.69,5.1,574.11,0.06,15.02,11.53,20.95,Good,18.85,20.95,0.8625,0.075,2.8825,3577.1176470588234,15.02
Pirojpur,13.95,23.4,1.49,7.45,627.52,3.02,1.25,20.52,23.4,Good,23.4,23.25,1.8625,3.775,5.13,3891.294117647059,1.25
Bandarban,5.34,7.34,0.21,1.54,337.12,0.8,1.36,3.1,8.9,Good,7.34,8.9,0.2625,1.0,0.775,2183.0588235294117,1.36
Brahmanbaria,9.02,12.36,1.64,9.68,540.73,0.03,15.02,5.57,15.033333333333333,Good,12.36,15.033333333333333,2.05,0.0375,1.3925,3380.764705882353,15.02
Chandpur,8.14,11.25,0.83,4.46,540.73,0.05,17.52,5.0,13.566666666666666,Good,11.25,13.566666666666666,1.0375,0.0625,1.25,3380.764705882353,17.52
Chittagong,23.56,30.78,6.97,22.96,988.01,8.16,1.02,16.47,39.266666666666666,Good,30.78,39.266666666666666,8.7125,10.2,4.1175,6011.823529411765,1.02
Comilla,7.8,10.57,1.09,5.74,560.76,0.06,21.46,4.69,13.0,Good,10.57,13.0,1.3625000000000003,0.075,1.1725,3498.5882352941176,21.46
CoxBazar,5.44,6.68,0.55,3.98,447.27,0.13,18.24,5.64,9.066666666666666,Good,6.68,9.066666666666666,0.6875000000000001,0.1625,1.41,2831.0,18.24
Feni,4.6,7.01,0.7,3.26,520.71,0.01,29.33,4.37,7.666666666666666,Good,7.01,7.666666666666666,0.875,0.0125,1.0925,3263.0,29.33
Khagrachari,7.85,8.8,2.35,2.91,453.95,0.0,25.03,0.71,13.083333333333334,Good,8.8,13.083333333333334,2.9375,0.0,0.1775,2870.294117647059,25.03
Lakshmipur,6.74,9.09,0.58,2.66,527.38,0.0,26.11,3.61,11.233333333333333,Good,9.09,11.233333333333333,0.7249999999999999,0.0,0.9025,3302.235294117647,26.11
Noakhali,5.84,7.85,0.68,2.59,527.38,0.01,28.25,3.77,9.733333333333333,Good,7.85,9.733333333333333,0.85,0.0125,0.9425,3302.235294117647,28.25
Rangamati,3.65,4.58,0.06,0.38,373.84,0.0,13.23,0.85,6.083333333333333,Good,4.58,6.083333333333333,0.075,0.0,0.2125,2399.0588235294117,13.23
Habiganj,8.1,9.56,1.22,5.4,520.71,0.03,8.14,3.86,13.5,Good,9.56,13.5,1.525,0.0375,0.965,3263.0,8.14
Maulvibazar,6.41,8.7,0.74,4.16,473.98,0.05,9.21,3.42,10.683333333333334,Good,8.7,10.683333333333334,0.925,0.0625,0.855,2988.1176470588234,9.21
Sunamganj,14.18,14.85,0.72,4.58,580.79,0.04,4.07,2.44,23.633333333333333,Good,14.85,23.633333333333333,0.9,0.05,0.61,3616.4117647058824,4.07
Sylhet,13.77,15.63,0.8,6.0,594.14,0.25,4.65,3.93,22.95,Good,15.63,22.95,1.0,0.3125,0.9825,3694.9411764705883,4.65
Bagerhat,17.07,26.32,1.77,9.94,781.06,6.82,0.4,13.43,28.45,Good,26.32,28.45,2.2125,8.525,3.3575,4794.470588235294,0.4
Chuadanga,44.07,48.87,2.15,10.03,761.03,0.22,7.6,7.22,73.45,Satisfactory,48.87,73.45,2.6875,0.275,1.805,4676.64705882353,7.6
Jessore,24.47,31.66,2.65,10.2,687.6,0.12,10.19,5.76,40.78333333333333,Good,31.66,40.78333333333333,3.3125,0.15,1.44,4244.7058823529405,10.19
Jhenaidah,52.54,58.54,4.83,10.28,754.36,0.14,12.52,5.7,87.56666666666666,Satisfactory,58.54,87.56666666666666,6.0375,0.17500000000000002,1.425,4637.411764705882,12.52
Khulna,14.48,21.09,1.91,9.34,620.84,0.3,7.33,6.02,24.133333333333333,Good,21.09,24.133333333333333,2.3875,0.375,1.505,3852.0,7.33
Kushtia,35.87,39.36,5.19,10.37,694.28,0.07,21.1,3.83,59.78333333333333,Satisfactory,39.36,59.78333333333333,6.4875,0.08750000000000001,0.9575,4284.0,21.1
Magura,31.65,36.95,8.7,12.17,694.28,0.06,18.42,4.31,52.75,Satisfactory,36.95,52.75,10.874999999999998,0.075,1.0775,4284.0,18.42
Meherpur,55.63,60.25,2.18,11.14,921.25,0.2,7.69,8.49,92.71666666666667,Satisfactory,60.25,92.71666666666667,2.7250000000000005,0.25,2.1225,5619.117647058823,7.69
Narail,15.95,21.03,3.43,10.11,614.17,0.02,15.56,3.96,26.583333333333332,Good,21.03,26.583333333333332,4.2875,0.025,0.99,3812.7647058823527,15.56
Satkhira,13.7,22.53,2.77,6.34,614.17,0.13,10.64,7.66,22.833333333333332,Good,22.53,22.833333333333332,3.4625,0.1625,1.915,3812.7647058823527,10.64
Dhaka,151.92,191.56,2.65,33.59,1869.2,0.0,27.9,10.77,324.55384615384617,Very Poor,161.04,324.55384615384617,3.3125,0.0,2.6925,11195.29411764706,27.9
Faridpur,145.69,168.83,1.73,16.45,1108.17,0.0,30.04,10.26,319.76153846153846,Very Poor,145.88666666666666,319.76153846153846,2.1625,0.0,2.565,6718.64705882353,30.04
Gazipur,105.83,114.6,3.16,7.03,854.49,0.0,90.84,4.24,252.76666666666665,Poor,109.73333333333333,252.76666666666665,3.95,0.0,1.06,5226.411764705882,90.84
Gopalganj,86.85,105.73,8.58,16.28,1255.04,0.0,60.8,23.05,189.5,Moderate,103.82000000000001,189.5,10.725,0.0,5.7625,7582.588235294118,60.8
Jamalpur,130.11,151.7,12.64,19.02,1415.25,0.0,77.25,13.17,307.7769230769231,Very Poor,134.46666666666667,307.7769230769231,15.8,0.0,3.2925,8525.0,77.25
Kishoreganj,115.92,154.14,1.61,21.42,1535.42,0.59,3.0,16.09,286.4,Poor,136.0933333333333,286.4,2.0125,0.7375,4.0225,9231.882352941177,3.0
Madaripur,76.97,96.3,1.59,12.68,988.01,0.0,31.11,11.27,156.56666666666666,Moderate,96.3,156.56666666666666,1.9875,0.0,2.8175,6011.823529411765,31.11
Manikganj,141.62,152.95,4.41,6.08,921.25,0.0,105.86,4.37,316.63076923076926,Very Poor,135.3,316.63076923076926,5.5125,0.0,1.0925,5619.117647058823,108.61764705882354
Munshiganj,76.96,108.41,3.19,13.88,1081.47,0.0,51.5,8.87,156.5333333333333,Moderate,105.60666666666667,156.5333333333333,3.9875,0.0,2.2175,6561.588235294118,51.5
Mymensingh,124.06,139.23,2.5,7.8,1028.06,0.0,68.67,8.23,303.12307692307695,Very Poor,126.15333333333334,303.12307692307695,3.125,0.0,2.0575,6247.411764705882,68.67
Narayanganj,289.18,358.22,8.82,68.55,4913.33,42.92,0.0,14.31,430.13846153846157,Severe,310.27500000000003,430.13846153846157,11.025,53.650000000000006,3.5775,29101.941176470587,0.0
Narsingdi,99.35,121.06,1.68,12.51,1134.87,0.0,29.68,10.01,231.16666666666666,Poor,114.03999999999999,231.16666666666666,2.1,0.0,2.5025,6875.7058823529405,29.68
Netrokona,84.49,98.24,1.15,17.31,1268.39,0.29,3.98,12.79,181.63333333333333,Moderate,98.24,181.63333333333333,1.4374999999999998,0.36249999999999993,3.1975,7661.117647058824,3.98
Rajbari,209.2,247.45,2.03,18.85,1361.85,0.01,18.6,21.79,368.6153846153846,Very Poor,198.29999999999998,368.6153846153846,2.5374999999999996,0.0125,5.4475,8210.882352941177,18.6
