City,PM2.5,PM10,SO2,NO2,CO,NO,O3,NH3,AQI,AQI_Bucket,PM10_SubIndex,PM2.5_SubIndex,SO2_SubIndex,NO_SubIndex,NH3_SubIndex,CO_SubIndex,O3_SubIndex
Sirajgonj,121.26,144.57,1.94,26.39,1148.22,1.96,2.46,44.08,300.96923076923076,Very Poor,129.71333333333334,300.96923076923076,2.425,2.45,11.02,6954.235294117647,2.46
Dinajpur,98.9,122.47,1.09,17.99,1174.93,3.58,0.62,40.53,229.66666666666669,Poor,114.98,229.66666666666669,1.3625000000000003,4.475,10.1325,7111.35294117647,0.62
Gaibandha,123.18,153.6,1.34,17.48,1281.74,7.6,0.09,30.4,302.44615384615383,Very Poor,135.73333333333332,302.44615384615383,1.675,9.5,7.6,7739.64705882353,0.09
Kurigram,137.81,169.1,6.38,43.53,1602.17,1.15,2.62,188.47,313.7,Very Poor,146.06666666666666,313.7,7.975,1.4374999999999998,47.1175,9624.529411764706,2.62
Lalmonirhat,178.71,222.26,2.98,27.42,1976.01,5.59,0.11,38.0,345.1615384615385,Very Poor,181.50666666666666,345.1615384615385,3.725,6.9875,9.5,11823.588235294117,0.11
Nilphamari,95.15,118.68,3.31,28.1,1321.79,0.28,8.14,106.39,217.16666666666669,Poor,112.45333333333333,217.16666666666669,4.1375,0.35000000000000003,26.5975,7975.235294117647,8.14
Panchagarh,115.62,140.12,3.04,38.39,1789.09,3.55,0.84,53.2,285.40000000000003,Poor,126.74666666666667,285.40000000000003,3.8,4.4375,13.3,10724.058823529413,0.84
Rangpur,110.08,147.51,3.64,21.59,1335.14,5.81,0.11,121.59,266.93333333333334,Poor,131.67333333333332,266.93333333333334,4.55,7.2625,30.3975,8053.764705882354,0.11
Thakurgaon,100.1,126.33,3.28,30.5,1361.85,0.28,6.62,88.16,233.66666666666666,Poor,117.55333333333334,233.66666666666666,4.1,0.35000000000000003,22.04,8210.882352941177,6.62
Barguna,115.3,132.59,1.24,3.73,453.95,0.01,32.9,7.03,284.3333333333333,Poor,121.72666666666667,284.3333333333333,1.55,0.0125,1.7575,2870.294117647059,32.9
Barisal,195.71,227.23,2.35,14.22,974.66,0.19,9.48,13.17,358.23846153846154,Very Poor,184.82,358.23846153846154,2.9375,0.2375,3.2925,5933.294117647059,9.48
Bhola,152.75,172.6,1.04,12.68,881.2,0.03,18.77,12.92,325.1923076923077,Very Poor,148.39999999999998,325.1923076923077,1.3,0.0375,3.23,5383.529411764706,18.77
Jhalokati,155.69,180.03,2.33,12.51,700.95,0.05,18.42,10.26,327.45384615384614,Very Poor,153.35333333333332,327.45384615384614,2.9125,0.0625,2.565,4323.235294117647,18.42
Patuakhali,155.6,184.21,1.49,15.42,867.84,0.98,2.17,21.28,327.38461538461536,Very Poor,156.14,327.38461538461536,1.8625,1.225,5.32,5304.941176470588,2.17
Pirojpur,146.49,171.51,1.71,15.25,694.28,0.46,7.96,7.54,320.3769230769231,Very Poor,147.67333333333332,320.3769230769231,2.1375,0.575,1.885,4284.0,7.96
Bandarban,63.56,73.84,1.28,3.98,323.77,0.03,24.32,10.01,111.86666666666667,Moderate,73.84,111.86666666666667,1.6,0.0375,2.5025,2104.529411764706,24.32
Brahmanbaria,126.29,150.43,2.21,30.5,1148.22,0.7,6.88,23.81,304.83846153846156,Very Poor,133.62,304.83846153846156,2.7625,0.875,5.9525,6954.235294117647,6.88
Chandpur,162.71,191.54,2.62,24.68,1401.9,0.42,6.88,44.08,332.8538461538462,Very Poor,161.02666666666667,332.8538461538462,3.275,0.525,11.02,8446.470588235294,6.88
Chittagong,94.28,113.37,6.91,23.31,1148.22,24.81,0.1,49.65,214.26666666666668,Poor,108.91333333333334,214.26666666666668,8.6375,31.0125,12.4125,6954.235294117647,0.1
Comilla,147.32,171.64,2.8,20.74,1108.17,0.19,12.88,33.95,321.0153846153846,Very Poor,147.76,321.0153846153846,3.5,0.2375,8.4875,6718.64705882353,12.88
CoxBazar,104.16,118.29,1.33,10.2,547.41,0.46,8.58,18.75,247.2,Poor,112.19333333333334,247.2,1.6625,0.575,4.6875,3420.0588235294117,8.58
Feni,134.42,162.74,6.5,29.13,1028.06,0.07,24.68,79.04,311.09230769230766,Very Poor,141.82666666666668,311.09230769230766,8.125,0.08750000000000001,19.76,6247.411764705882,24.68
Khagrachari,72.29,80.96,1.37,2.49,327.11,0.01,28.97,8.87,140.9666666666667,Moderate,80.96,140.9666666666667,1.7125,0.0125,2.2175,2124.176470588235,28.97
Lakshmipur,152.1,185.68,2.38,18.34,1214.98,0.45,5.19,43.57,324.6923076923077,Very Poor,157.12,324.6923076923077,2.975,0.5625,10.8925,7346.941176470588,5.19
Noakhali,152.7,181.36,4.95,19.54,1174.93,0.06,18.42,43.57,325.15384615384613,Very Poor,154.24,325.15384615384613,6.1875,0.075,10.8925,7111.35294117647,18.42
Rangamati,57.99,66.39,0.6,2.12,253.68,0.01,18.06,2.44,96.65,Satisfactory,66.39,96.65,0.75,0.0125,0.61,1692.235294117647,18.06
Habiganj,107.54,124.12,1.43,15.59,867.84,0.57,3.76,12.41,258.4666666666667,Poor,116.08,258.4666666666667,1.7875,0.7124999999999999,3.1025,5304.941176470588,3.76
Maulvibazar,100.15,121.41,0.93,16.79,754.36,2.52,1.35,15.83,233.83333333333334,Poor,114.27333333333333,233.83333333333334,1.1625,3.15,3.9575,4637.411764705882,1.35
Sunamganj,47.24,53.93,0.51,5.14,370.5,0.01,37.91,12.16,78.73333333333333,Satisfactory,53.93,78.73333333333333,0.6375,0.0125,3.04,2379.4117647058824,37.91
Sylhet,66.67,78.16,1.21,9.17,534.06,0.08,21.99,8.11,122.23333333333335,Moderate,78.16,122.23333333333335,1.5125,0.1,2.0275,3341.5294117647054,21.99
Bagerhat,169.09,198.9,2.77,20.74,1081.47,0.53,10.64,9.88,337.76153846153846,Very Poor,165.93333333333334,337.76153846153846,3.4625,0.6625,2.47,6561.588235294118,10.64
Chuadanga,156.24,190.16,2.59,26.73,1335.14,7.94,0.14,78.02,327.8769230769231,Very Poor,160.10666666666668,327.8769230769231,3.2375,9.925,19.505,8053.764705882354,0.14
Jessore,367.06,433.27,3.43,34.62,2590.18,1.87,1.54,14.82,490.04615384615386,Severe,404.0875,490.04615384615386,4.2875,2.3375,3.705,15436.352941176468,1.54
Jhenaidah,152.4,193.46,1.88,19.36,1281.74,10.62,0.05,50.66,324.9230769230769,Very Poor,162.30666666666667,324.9230769230769,2.35,13.275,12.665,7739.64705882353,0.05
Khulna,230.46,272.15,2.86,19.54,1535.42,0.69,4.78,13.55,384.96923076923076,Very Poor,222.14999999999998,384.96923076923076,3.575,0.8625,3.3875,9231.882352941177,4.78
Kushtia,134.58,165.63,2.65,20.05,1174.93,18.77,0.03,30.4,311.2153846153846,Very Poor,143.75333333333333,311.2153846153846,3.3125,23.4625,7.6,7111.35294117647,0.03
Magura,153.19,200.52,7.15,36.67,1375.2,13.08,0.08,170.23,325.53076923076924,Very Poor,167.01333333333335,325.53076923076924,8.9375,16.35,42.5575,8289.411764705881,0.08
Meherpur,190.51,220.72,3.04,25.36,1695.63,3.69,0.66,46.1,354.23846153846154,Very Poor,180.48000000000002,354.23846153846154,3.8,4.6125,11.525,10174.29411764706,0.66
Narail,322.09,377.9,2.5,25.36,2082.82,2.96,0.7,18.49,455.45384615384614,Severe,334.875,455.45384615384614,3.125,3.7,4.6225,12451.882352941178,0.7
Satkhira,123.77,148.06,4.05,10.8,847.82,0.01,35.76,8.49,302.9,Very Poor,132.04,302.9,5.0625,0.0125,2.1225,5187.176470588235,35.76
Dhaka,141.32,192.76,5.9,25.71,1108.17,0.0,50.78,34.96,316.4,Very Poor,161.84,316.4,7.375,0.0,8.74,6718.64705882353,50.78
Faridpur,119.3,148.1,11.56,21.25,834.47,0.0,67.23,35.97,297.66666666666663,Poor,132.06666666666666,297.66666666666663,14.45,0.0,8.9925,5108.64705882353,67.23
Gazipur,103.72,125.04,4.83,11.48,727.65,0.0,81.54,27.61,245.73333333333335,Poor,116.69333333333333,245.73333333333335,6.0375,0.0,6.9025,4480.2941176470595,81.54
Gopalganj,188.61,226.59,15.74,22.28,1281.74,0.0,78.68,43.57,352.7769230769231,Very Poor,184.39333333333332,352.7769230769231,19.675,0.0,10.8925,7739.64705882353,78.68
Jamalpur,182.15,233.65,20.5,34.96,1588.82,0.0,50.07,40.53,347.8076923076923,Very Poor,189.1,347.8076923076923,25.625,0.0,10.1325,9546.0,50.07
Kishoreganj,141.42,183.41,2.18,29.82,1361.85,0.12,10.19,29.13,316.4769230769231,Very Poor,155.60666666666668,316.4769230769231,2.7250000000000005,0.15,7.2825,8210.882352941177,10.19
Madaripur,168.77,196.71,7.75,14.91,947.95,0.0,87.98,27.36,337.5153846153846,Very Poor,164.47333333333333,337.5153846153846,9.6875,0.0,6.84,5776.176470588235,87.98
Manikganj,104.14,132.08,5.6,14.57,821.11,0.0,78.68,32.93,247.13333333333333,Poor,121.38666666666668,247.13333333333333,7.0,0.0,8.2325,5030.058823529412,78.68
Munshiganj,182.62,264.31,8.58,21.42,1335.14,0.0,67.23,45.09,348.16923076923075,Very Poor,214.31,348.16923076923075,10.725,0.0,11.2725,8053.764705882354,67.23
Mymensingh,112.2,144.39,3.28,17.65,1068.12,0.0,45.06,40.53,274.0,Poor,129.5933333333333,274.0,4.1,0.0,10.1325,6483.058823529411,45.06
Narayanganj,405.65,532.8,20.5,67.17,6034.85,94.77,0.0,63.84,528.5,Severe,528.5,519.7307692307692,25.625,114.77,15.96,35699.117647058825,0.0
Narsingdi,119.53,149.39,5.72,11.65,827.79,0.0,75.1,32.17,298.43333333333334,Poor,132.92666666666665,298.43333333333334,7.15,0.0,8.0425,5069.35294117647,75.1
Netrokona,109.94,132.61,3.37,28.1,988.01,0.21,7.42,66.88,266.46666666666664,Poor,121.74000000000001,266.46666666666664,4.2125,0.2625,16.72,6011.823529411765,7.42
Rajbari,135.78,170.73,9.78,20.22,1028.06,0.0,50.78,39.01,312.1384615384615,Very Poor,147.15333333333334,312.1384615384615,12.224999999999998,0.0,9.7525,6247.411764705882,50.78
Shariatpur,148.47,170.98,11.68,8.05,767.71,0.0,145.91,17.99,321.9,Very Poor,147.32,321.9,14.6,0.0,4.4975,4715.941176470588,167.51470588235293
Sherpur,95.43,123.99,4.11,18.85,907.9,0.0,36.84,50.66,218.10000000000002,Poor,115.99333333333333,218.10000000000002,5.137500000000001,0.0,12.665,5540.588235294118,36.84
Tangail,89.02,112.41,6.68,16.79,761.03,0.0,75.82,26.85,196.73333333333332,Moderate,108.27333333333333,196.73333333333332,8.35,0.0,6.7125,4676.64705882353,75.82
Bogra,98.09,118.53,4.77,19.54,907.9,0.0,61.51,32.93,226.96666666666667,Poor,112.35333333333334,226.96666666666667,5.9624999999999995,0.0,8.2325,5540.588235294118,61.51
Joypurhat,120.33,140.62,11.68,21.76,1028.06,0.0,85.83,31.16,300.25384615384615,Very Poor,127.08,300.25384615384615,14.6,0.0,7.79,6247.411764705882,85.83
Naogaon,118.02,140.81,13.95,11.31,787.74,0.0,104.43,29.13,293.4,Poor,127.20666666666666,293.4,17.4375,0.0,7.2825,4833.764705882353,106.51470588235296
Natore,112.36,132.59,5.19,19.88,934.6,0.0,64.37,31.92,274.5333333333333,Poor,121.72666666666667,274.5333333333333,6.4875,0.0,7.98,5697.64705882353,64.37
Nawabganj,154.97,195.81,9.18,22.62,1281.74,0.0,37.55,42.05,326.9,Very Poor,163.87333333333333,326.9,11.475,0.0,10.5125,7739.64705882353,37.55
Pabna,123.88,161.96,7.03,25.71,1014.71,0.0,44.7,49.65,302.9846153846154,Very Poor,141.30666666666667,302.9846153846154,8.7875,0.0,12.4125,6168.882352941177,44.7
Rajshahi,126.13,151.59,12.4,24.33,881.2,0.0,80.82,29.39,304.7153846153846,Very Poor,134.39333333333332,304.7153846153846,15.5,0.0,7.3475,5383.529411764706,80.82
Sirajgonj,106.49,138.0,5.6,17.99,841.14,0.0,59.37,44.58,254.96666666666664,Poor,125.33333333333333,254.96666666666664,7.0,0.0,11.145,5147.882352941177,59.37
Dinajpur,142.63,185.69,3.82,17.14,1081.47,0.0,35.76,62.32,317.4076923076923,Very Poor,157.12666666666667,317.4076923076923,4.775,0.0,15.58,6561.588235294118,35.76
Gaibandha,118.02,154.56,3.34,21.76,1134.87,0.0,29.68,61.81,293.4,Poor,136.37333333333333,293.4,4.175,0.0,15.4525,6875.7058823529405,29.68
Kurigram,117.92,157.67,4.17,20.05,1268.39,0.0,39.7,67.89,293.06666666666666,Poor,138.44666666666666,293.06666666666666,5.2125,0.0,16.9725,7661.117647058824,39.7
Lalmonirhat,116.05,161.56,4.95,27.76,1401.9,0.0,25.03,32.93,286.8333333333333,Poor,141.04,286.8333333333333,6.1875,0.0,8.2325,8446.470588235294,25.03
Nilphamari,98.52,130.93,2.83,17.48,1041.41,0.0,37.91,50.16,228.39999999999998,Poor,120.62,228.39999999999998,3.5375,0.0,12.54,6325.941176470589,37.91
Panchagarh,116.46,158.59,5.07,26.73,1321.79,0.02,19.85,40.03,288.2,Poor,139.06,288.2,6.3375,0.025,10.0075,7975.235294117647,19.85
Rangpur,84.83,109.06,2.21,9.51,894.55,0.0,52.93,33.95,182.76666666666665,Moderate,106.04,182.76666666666665,2.7625,0.0,8.4875,5462.058823529412,52.93
Thakurgaon,130.57,167.66,4.41,18.34,1295.09,0.0,34.69,41.04,308.1307692307692,Very Poor,145.10666666666668,308.1307692307692,5.5125,0.0,10.26,7818.176470588234,34.69
Barguna,106.19,121.47,2.18,1.74,453.95,0.0,92.98,5.95,253.96666666666667,Poor,114.31333333333333,253.96666666666667,2.7250000000000005,0.0,1.4875,2870.294117647059,92.97999999999999
Barisal,117.58,135.85,5.6,6.6,574.11,0.0,80.11,17.99,291.93333333333334,Poor,123.9,291.93333333333334,7.0,0.0,4.4975,3577.1176470588234,80.11
Bhola,139.66,156.84,5.07,1.89,567.44,0.0,137.33,8.49,315.1230769230769,Very Poor,137.89333333333332,315.1230769230769,6.3375,0.0,2.1225,3537.882352941177,154.89705882352945
Jhalokati,109.46,124.91,2.86,4.03,494.0,0.0,73.67,12.29,264.8666666666667,Poor,116.60666666666665,264.8666666666667,3.575,0.0,3.0725,3105.8823529411766,73.67
Patuakhali,130.65,147.52,5.42,3.43,567.44,0.0,118.73,13.17,308.1923076923077,Very Poor,131.68,308.1923076923077,6.775,0.0,3.2925,3537.882352941177,127.54411764705883
Pirojpur,92.12,107.26,2.83,4.8,440.6,0.0,67.23,9.37,207.0666666666667,Poor,104.84,207.0666666666667,3.5375,0.0,2.3425,2791.764705882353,67.23
Bandarban,82.52,96.96,3.87,7.45,500.68,0.0,70.1,13.17,175.06666666666666,Moderate,96.96,175.06666666666666,4.8375,0.0,3.2925,3145.176470588235,70.1
Brahmanbaria,211.91,269.68,7.21,35.99,1562.12,0.0,33.26,42.56,370.7,Very Poor,219.68,370.7,9.0125,0.0,10.64,9388.941176470587,33.26
Chandpur,150.33,177.86,9.06,8.48,814.44,0.0,113.01,23.05,323.33076923076925,Very Poor,151.9066666666667,323.33076923076925,11.325,0.0,5.7625,4990.823529411765,119.13235294117648
Chittagong,81.75,96.32,5.78,10.88,554.09,0.0,147.34,8.99,172.5,Moderate,96.32,172.5,7.225,0.0,2.2475,3459.3529411764707,169.61764705882354
Comilla,180.91,230.42,7.87,21.08,1255.04,0.0,58.65,44.08,346.8538461538462,Very Poor,186.94666666666666,346.8538461538462,9.8375,0.0,11.02,7582.588235294118,58.65
CoxBazar,80.51,89.99,3.52,5.06,480.65,0.0,124.45,9.75,168.36666666666667,Moderate,89.99,168.36666666666667,4.4,0.0,2.4375,3027.3529411764707,135.9558823529412
Feni,134.77,157.79,6.74,8.65,821.11,0.0,92.98,27.87,311.3615384615385,Very Poor,138.52666666666667,311.3615384615385,8.425,0.0,6.9675,5030.058823529412,92.97999999999999
Khagrachari,114.96,129.72,6.38,9.94,620.84,0.0,73.67,11.53,283.2,Poor,119.81333333333333,283.2,7.975,0.0,2.8825,3852.0,73.67
Lakshmipur,147.93,171.38,8.11,5.27,727.65,0.0,100.14,21.03,321.4846153846154,Very Poor,147.58666666666667,321.4846153846154,10.1375,0.0,5.2575,4480.2941176470595,100.20588235294117
Noakhali,115.91,132.31,6.56,3.98,627.52,0.0,117.3,19.76,286.3666666666667,Poor,121.53999999999999,286.3666666666667,8.2,0.0,4.94,3891.294117647059,125.44117647058823
Rangamati,79.5,91.42,1.97,1.56,380.52,0.0,54.36,5.83,165.0,Moderate,91.42,165.0,2.4625,0.0,1.4575,2438.3529411764703,54.36
Habiganj,128.06,159.18,4.35,11.65,881.2,0.0,73.67,64.85,306.2,Very Poor,139.45333333333335,306.2,5.437499999999999,0.0,16.2125,5383.529411764706,73.67
Maulvibazar,165.3,203.1,6.32,24.68,974.66,0.0,55.08,31.92,334.84615384615387,Very Poor,168.73333333333335,334.84615384615387,7.9,0.0,7.98,5933.294117647059,55.08
Sunamganj,88.8,102.22,2.38,6.77,514.03,0.0,57.22,17.99,196.0,Moderate,101.48,196.0,2.975,0.0,4.4975,3223.705882352941,57.22
Sylhet,105.81,127.31,2.62,29.47,934.6,0.35,8.23,22.8,252.70000000000002,Poor,118.20666666666666,252.70000000000002,3.275,0.4375,5.7,5697.64705882353,8.23
Bagerhat,89.24,105.89,4.35,9.94,540.73,0.0,75.1,12.67,197.46666666666664,Moderate,103.92666666666666,197.46666666666664,5.437499999999999,0.0,3.1675,3380.764705882353,75.1
Chuadanga,90.76,115.5,17.64,19.36,907.9,0.0,57.94,40.03,202.53333333333336,Poor,110.33333333333333,202.53333333333336,22.05,0.0,10.0075,5540.588235294118,57.94
Jessore,196.16,243.06,10.01,23.99,1268.39,0.0,52.21,41.54,358.5846153846154,Very Poor,195.37333333333333,358.5846153846154,12.5125,0.0,10.385,7661.117647058824,52.21
Jhenaidah,110.76,153.56,7.03,20.74,974.66,0.0,31.11,55.73,269.20000000000005,Poor,135.70666666666665,269.20000000000005,8.7875,0.0,13.9325,5933.294117647059,31.11
Khulna,131.62,152.82,6.8,11.65,734.33,0.0,83.69,18.49,308.9384615384615,Very Poor,135.2133333333333,308.9384615384615,8.5,0.0,4.6225,4519.588235294118,83.69
Kushtia,121.51,164.9,7.57,45.24,1161.58,0.01,23.25,43.06,301.16153846153844,Very Poor,143.26666666666668,301.16153846153844,9.4625,0.0125,10.765,7032.823529411765,23.25
Magura,117.24,147.77,10.01,21.76,867.84,0.0,61.51,39.52,290.79999999999995,Poor,131.84666666666666,290.79999999999995,12.5125,0.0,9.88,5304.941176470588,61.51
Meherpur,85.71,107.48,18.36,17.48,881.2,0.0,75.1,32.93,185.7,Moderate,104.98666666666666,185.7,22.95,0.0,8.2325,5383.529411764706,75.1
Narail,191.19,229.03,7.87,26.05,1174.93,0.0,57.22,35.97,354.76153846153846,Very Poor,186.01999999999998,354.76153846153846,9.8375,0.0,8.9925,7111.35294117647,57.22
Satkhira,77.58,96.04,1.68,2.46,423.91,0.0,75.1,5.51,158.6,Moderate,96.04,158.6,2.1,0.0,1.3775,2693.5882352941176,75.1
Dhaka,155.38,191.98,5.07,39.41,1214.98,0.78,5.05,96.26,327.2153846153846,Very Poor,161.32,327.2153846153846,6.3375,0.975,24.065,7346.941176470588,5.05
Faridpur,162.88,194.56,9.89,40.44,1281.74,0.1,11.0,156.04,332.9846153846154,Very Poor,163.04,332.9846153846154,12.3625,0.125,39.01,7739.64705882353,11.0
Gazipur,154.02,179.63,1.1,22.28,1268.39,1.2,2.41,20.01,326.16923076923075,Very Poor,153.08666666666667,326.16923076923075,1.3750000000000002,1.5,5.0025,7661.117647058824,2.41
Gopalganj,263.48,305.13,4.77,27.42,1762.39,0.2,10.01,37.49,410.3692307692308,Severe,255.13,410.3692307692308,5.9624999999999995,0.25,9.3725,10567.0,10.01
Jamalpur,225.67,270.57,5.96,26.05,1562.12,0.09,12.7,23.31,381.28461538461534,Very Poor,220.57,381.28461538461534,7.45,0.1125,5.8275,9388.941176470587,12.7
Kishoreganj,152.8,180.87,1.18,16.62,1174.93,1.08,2.06,32.93,325.2307692307692,Very Poor,153.91333333333333,325.2307692307692,1.475,1.35,8.2325,7111.35294117647,2.06
Madaripur,194.63,229.44,2.18,21.25,1188.28,0.5,3.84,51.17,357.4076923076923,Very Poor,186.29333333333335,357.4076923076923,2.7250000000000005,0.625,12.7925,7189.882352941177,3.84
Manikganj,135.8,169.25,1.57,23.31,1174.93,1.44,1.35,41.54,312.1538461538462,Very Poor,146.16666666666666,312.1538461538462,1.9625,1.8,10.385,7111.35294117647,1.35
Munshiganj,306.18,389.54,12.16,48.67,2910.61,16.54,0.02,116.53,443.2153846153846,Severe,349.425,443.2153846153846,15.2,20.675,29.1325,17321.235294117647,0.02
Mymensingh,161.43,189.37,1.36,17.82,1415.25,8.38,0.04,43.06,331.8692307692308,Very Poor,159.57999999999998,331.8692307692308,1.7,10.475000000000001,10.765,8525.0,0.04
Narayanganj,306.55,347.41,7.45,48.67,3417.97,42.92,0.0,34.96,443.5,Severe,297.41,443.5,9.3125,53.650000000000006,8.74,20305.70588235294,0.0
Narsingdi,175.51,208.34,0.98,15.59,1375.2,0.35,5.68,21.79,342.7,Very Poor,172.2266666666667,342.7,1.225,0.4375,5.4475,8289.411764705881,5.68
Netrokona,98.51,113.24,1.94,12.85,600.82,0.2,9.21,77.01,228.36666666666667,Poor,108.82666666666667,228.36666666666667,2.425,0.25,19.2525,3734.2352941176473,9.21
Rajbari,141.33,160.45,2.18,17.65,1054.76,0.0,27.9,34.45,316.40769230769234,Very Poor,140.3,316.40769230769234,2.7250000000000005,0.0,8.6125,6404.470588235294,27.9
Shariatpur,171.71,197.22,2.12,12.0,961.3,0.0,36.48,17.73,339.7769230769231,Very Poor,164.81333333333333,339.7769230769231,2.65,0.0,4.4325,5854.705882352941,36.48
Sherpur,109.15,123.59,1.07,13.88,747.68,0.01,23.25,37.49,263.83333333333337,Poor,115.72666666666667,263.83333333333337,1.3375,0.0125,9.3725,4598.117647058823,23.25
Tangail,121.95,144.64,3.19,28.79,1081.47,0.2,10.1,20.77,301.5,Very Poor,129.76,301.5,3.9875,0.25,5.1925,6561.588235294118,10.1
Bogra,158.12,188.68,1.85,24.33,1321.79,1.58,1.34,66.88,329.32307692307694,Very Poor,159.12,329.32307692307694,2.3125,1.975,16.72,7975.235294117647,1.34
Joypurhat,140.44,164.54,0.95,20.39,1214.98,1.44,2.5,14.82,315.7230769230769,Very Poor,143.02666666666667,315.7230769230769,1.1875,1.8,3.705,7346.941176470588,2.5
Naogaon,162.94,192.18,1.4,20.39,1228.33,0.21,8.23,46.61,333.03076923076924,Very Poor,161.45333333333332,333.03076923076924,1.75,0.2625,11.6525,7425.470588235294,8.23
Natore,137.64,162.05,1.43,26.05,1094.82,1.34,2.19,44.58,313.5692307692308,Very Poor,141.36666666666667,313.5692307692308,1.7875,1.675,11.145,6640.117647058823,2.19
Nawabganj,110.9,131.37,2.24,18.17,1054.76,0.08,15.38,24.07,269.6666666666667,Poor,120.91333333333334,269.6666666666667,2.8000000000000003,0.1,6.0175,6404.470588235294,15.38
Pabna,143.88,171.63,1.68,27.76,1174.93,3.58,0.51,50.66,318.36923076923074,Very Poor,147.75333333333333,318.36923076923074,2.1,4.475,12.665,7111.35294117647,0.51
Rajshahi,139.09,162.93,2.77,19.02,961.3,0.04,19.67,33.44,314.68461538461537,Very Poor,141.95333333333335,314.68461538461537,3.4625,0.05,8.36,5854.705882352941,19.67
Sirajgonj,128.29,150.55,1.45,24.33,1121.52,0.53,5.9,36.99,306.37692307692305,Very Poor,133.7,306.37692307692305,1.8125,0.6625,9.2475,6797.176470588235,5.9
Dinajpur,98.85,112.39,1.25,15.42,1148.22,0.0,27.54,9.12,229.49999999999997,Poor,108.26,229.49999999999997,1.5625,0.0,2.28,6954.235294117647,27.54
Gaibandha,102.86,118.74,0.72,12.34,1014.71,0.06,14.48,9.88,242.86666666666667,Poor,112.49333333333333,242.86666666666667,0.9,0.075,2.47,6168.882352941177,14.48
Kurigram,43.66,51.88,2.56,8.4,720.98,0.0,47.92,8.74,72.76666666666665,Satisfactory,51.88,72.76666666666665,3.2,0.0,2.185,4441.058823529412,47.92
Lalmonirhat,30.63,35.89,2.21,5.74,580.79,0.0,70.1,11.4,51.05,Satisfactory,35.89,51.05,2.7625,0.0,2.85,3616.4117647058824,70.1
Nilphamari,38.46,45.11,2.12,7.63,654.22,0.0,57.22,12.16,64.1,Satisfactory,45.11,64.1,2.65,0.0,3.04,4048.3529411764707,57.22
Panchagarh,47.9,57.19,2.12,10.97,787.74,0.0,44.7,19.76,79.83333333333333,Satisfactory,57.19,79.83333333333333,2.65,0.0,4.94,4833.764705882353,44.7
